dispositivo,fecha,tipo_med,valor
2CF7F1C051100031,2024-05-16 04:31:19,4097,11.599
2CF7F1C051100031,2024-05-16 04:31:06,4097,11.599
2CF7F1C051100031,2024-05-16 04:30:49,4097,11.599
2CF7F1C051100031,2024-05-16 04:26:13,4097,11.599
2CF7F1C051100031,2024-05-16 04:26:05,4097,11.599
2CF7F1C051100031,2024-05-16 04:25:46,4097,11.599
2CF7F1C051100031,2024-05-16 04:21:00,4097,11.599
2CF7F1C051100031,2024-05-16 04:20:49,4097,11.599
2CF7F1C051100031,2024-05-16 04:20:40,4097,11.599
2CF7F1C051100031,2024-05-16 04:16:04,4097,11.63
2CF7F1C051100031,2024-05-16 04:15:45,4097,11.63
2CF7F1C051100031,2024-05-16 04:11:11,4097,11.63
2CF7F1C051100031,2024-05-16 04:10:55,4097,11.63
2CF7F1C051100031,2024-05-16 04:10:43,4097,11.63
2CF7F1C051100031,2024-05-16 04:06:06,4097,11.66
2CF7F1C051100031,2024-05-16 04:05:58,4097,11.66
2CF7F1C051100031,2024-05-16 04:05:39,4097,11.66
2CF7F1C051100031,2024-05-16 04:01:11,4097,11.66
2CF7F1C051100031,2024-05-16 04:01:00,4097,11.66
2CF7F1C051100031,2024-05-16 04:00:43,4097,11.66
2CF7F1C051100031,2024-05-16 03:55:58,4097,11.69
2CF7F1C051100031,2024-05-16 03:55:45,4097,11.69
2CF7F1C051100031,2024-05-16 03:55:31,4097,11.69
2CF7F1C051100031,2024-05-16 03:50:58,4097,11.719
2CF7F1C051100031,2024-05-16 03:50:33,4097,11.719
2CF7F1C051100031,2024-05-16 03:45:54,4097,11.719
2CF7F1C051100031,2024-05-16 03:45:38,4097,11.719
2CF7F1C051100031,2024-05-16 03:45:29,4097,11.719
2CF7F1C051100031,2024-05-16 03:41:07,4097,11.75
2CF7F1C051100031,2024-05-16 03:40:47,4097,11.75
2CF7F1C051100031,2024-05-16 03:40:35,4097,11.75
2CF7F1C051100031,2024-05-16 03:35:47,4097,11.75
2CF7F1C051100031,2024-05-16 03:35:36,4097,11.75
2CF7F1C051100031,2024-05-16 03:35:25,4097,11.75
2CF7F1C051100031,2024-05-16 03:30:49,4097,11.75
2CF7F1C051100031,2024-05-16 03:30:29,4097,11.75
2CF7F1C051100031,2024-05-16 03:30:20,4097,11.75
2CF7F1C051100031,2024-05-16 03:25:46,4097,11.78
2CF7F1C051100031,2024-05-16 03:25:38,4097,11.78
2CF7F1C051100031,2024-05-16 03:25:17,4097,11.78
2CF7F1C051100031,2024-05-16 03:20:50,4097,11.78
2CF7F1C051100031,2024-05-16 03:20:38,4097,11.78
2CF7F1C051100031,2024-05-16 03:20:20,4097,11.78
2CF7F1C051100031,2024-05-16 03:15:43,4097,11.809
2CF7F1C051100031,2024-05-16 03:15:17,4097,11.809
2CF7F1C051100031,2024-05-16 03:10:32,4097,11.809
2CF7F1C051100031,2024-05-16 03:10:20,4097,11.809
2CF7F1C051100031,2024-05-16 03:10:08,4097,11.809
2CF7F1C051100031,2024-05-16 03:05:42,4097,11.84
2CF7F1C051100031,2024-05-16 03:05:25,4097,11.84
2CF7F1C051100031,2024-05-16 03:05:10,4097,11.84
2CF7F1C051100031,2024-05-16 03:00:36,4097,11.84
2CF7F1C051100031,2024-05-16 03:00:23,4097,11.84
2CF7F1C051100031,2024-05-16 03:00:03,4097,11.84
2CF7F1C051100031,2024-05-16 02:55:32,4097,11.84
2CF7F1C051100031,2024-05-16 02:55:19,4097,11.84
2CF7F1C051100031,2024-05-16 02:54:59,4097,11.84
2CF7F1C051100031,2024-05-16 02:50:20,4097,11.84
2CF7F1C051100031,2024-05-16 02:50:07,4097,11.84
2CF7F1C051100031,2024-05-16 02:49:53,4097,11.84
2CF7F1C051100031,2024-05-16 02:45:26,4097,11.88
2CF7F1C051100031,2024-05-16 02:45:14,4097,11.88
2CF7F1C051100031,2024-05-16 02:44:57,4097,11.88
2CF7F1C051100031,2024-05-16 02:40:26,4097,11.88
2CF7F1C051100031,2024-05-16 02:40:05,4097,11.88
2CF7F1C051100031,2024-05-16 02:39:50,4097,11.88
2CF7F1C051100031,2024-05-16 02:35:21,4097,11.88
2CF7F1C051100031,2024-05-16 02:35:06,4097,11.88
2CF7F1C051100031,2024-05-16 02:34:46,4097,11.88
2CF7F1C051100031,2024-05-16 02:30:01,4097,11.88
2CF7F1C051100031,2024-05-16 02:29:52,4097,11.88
2CF7F1C051100031,2024-05-16 02:29:42,4097,11.88
2CF7F1C051100031,2024-05-16 02:25:05,4097,11.88
2CF7F1C051100031,2024-05-16 02:24:45,4097,11.88
2CF7F1C051100031,2024-05-16 02:24:29,4097,11.88
2CF7F1C051100031,2024-05-16 02:19:54,4097,11.91
2CF7F1C051100031,2024-05-16 02:19:43,4097,11.91
2CF7F1C051100031,2024-05-16 02:14:55,4097,11.91
2CF7F1C051100031,2024-05-16 02:14:42,4097,11.91
2CF7F1C051100031,2024-05-16 02:14:27,4097,11.91
2CF7F1C051100031,2024-05-16 02:09:44,4097,11.91
2CF7F1C051100031,2024-05-16 02:09:28,4097,11.91
2CF7F1C051100031,2024-05-16 02:09:16,4097,11.91
2CF7F1C051100031,2024-05-16 02:04:36,4097,11.91
2CF7F1C051100031,2024-05-16 02:04:26,4097,11.91
2CF7F1C051100031,2024-05-16 02:04:09,4097,11.91
2CF7F1C051100031,2024-05-16 01:59:43,4097,11.91
2CF7F1C051100031,2024-05-16 01:59:24,4097,11.91
2CF7F1C051100031,2024-05-16 01:59:11,4097,11.91
2CF7F1C051100031,2024-05-16 01:54:29,4097,11.94
2CF7F1C051100031,2024-05-16 01:54:17,4097,11.94
2CF7F1C051100031,2024-05-16 01:49:16,4097,11.94
2CF7F1C051100031,2024-05-16 01:49:03,4097,11.94
2CF7F1C051100031,2024-05-16 01:48:52,4097,11.94
2CF7F1C051100031,2024-05-16 01:44:25,4097,11.969
2CF7F1C051100031,2024-05-16 01:44:08,4097,11.969
2CF7F1C051100031,2024-05-16 01:43:54,4097,11.969
2CF7F1C051100031,2024-05-16 01:39:20,4097,11.969
2CF7F1C051100031,2024-05-16 01:39:04,4097,11.969
2CF7F1C051100031,2024-05-16 01:38:54,4097,11.969
2CF7F1C051100031,2024-05-16 01:34:21,4097,12
2CF7F1C051100031,2024-05-16 01:34:04,4097,12
2CF7F1C051100031,2024-05-16 01:33:53,4097,12
2CF7F1C051100031,2024-05-16 01:29:25,4097,12
2CF7F1C051100031,2024-05-16 01:29:06,4097,12
2CF7F1C051100031,2024-05-16 01:28:48,4097,12
2CF7F1C051100031,2024-05-16 01:24:13,4097,12
2CF7F1C051100031,2024-05-16 01:23:58,4097,12
2CF7F1C051100031,2024-05-16 01:19:19,4097,12.03
2CF7F1C051100031,2024-05-16 01:19:03,4097,12.03
2CF7F1C051100031,2024-05-16 01:18:52,4097,12.03
2CF7F1C051100031,2024-05-16 01:14:16,4097,12.03
2CF7F1C051100031,2024-05-16 01:14:02,4097,12.03
2CF7F1C051100031,2024-05-16 01:13:51,4097,12.03
2CF7F1C051100031,2024-05-16 01:09:11,4097,12.059
2CF7F1C051100031,2024-05-16 01:04:09,4097,12.059
2CF7F1C051100031,2024-05-16 01:03:52,4097,12.059
2CF7F1C051100031,2024-05-16 01:03:38,4097,12.059
2CF7F1C051100031,2024-05-16 00:59:14,4097,12.09
2CF7F1C051100031,2024-05-16 00:58:55,4097,12.09
2CF7F1C051100031,2024-05-16 00:58:42,4097,12.09
2CF7F1C051100031,2024-05-16 00:54:00,4097,12.12
2CF7F1C051100031,2024-05-16 00:53:48,4097,12.12
2CF7F1C051100031,2024-05-16 00:53:35,4097,12.12
2CF7F1C051100031,2024-05-16 00:49:00,4097,12.15
2CF7F1C051100031,2024-05-16 00:48:52,4097,12.15
2CF7F1C051100031,2024-05-16 00:48:41,4097,12.15
2CF7F1C051100031,2024-05-16 00:44:02,4097,12.21
2CF7F1C051100031,2024-05-16 00:43:51,4097,12.21
2CF7F1C051100031,2024-05-16 00:43:31,4097,12.21
2CF7F1C051100031,2024-05-16 00:39:05,4097,12.269
2CF7F1C051100031,2024-05-16 00:38:46,4097,12.269
2CF7F1C051100031,2024-05-16 00:38:29,4097,12.269
2CF7F1C051100031,2024-05-16 00:33:54,4097,12.3
2CF7F1C051100031,2024-05-16 00:33:37,4097,12.3
2CF7F1C051100031,2024-05-16 00:33:24,4097,12.3
2CF7F1C051100031,2024-05-16 00:29:04,4097,12.33
2CF7F1C051100031,2024-05-16 00:28:52,4097,12.33
2CF7F1C051100031,2024-05-16 00:28:32,4097,12.33
2CF7F1C051100031,2024-05-16 00:23:58,4097,12.33
2CF7F1C051100031,2024-05-16 00:23:40,4097,12.33
2CF7F1C051100031,2024-05-16 00:23:21,4097,12.33
2CF7F1C051100031,2024-05-16 00:18:37,4097,12.36
2CF7F1C051100031,2024-05-16 00:18:17,4097,12.36
2CF7F1C051100031,2024-05-16 00:13:32,4097,12.389
2CF7F1C051100031,2024-05-16 00:13:21,4097,12.389
2CF7F1C051100031,2024-05-16 00:08:39,4097,12.42
2CF7F1C051100031,2024-05-16 00:08:25,4097,12.42
2CF7F1C051100031,2024-05-16 00:08:11,4097,12.42
2CF7F1C051100031,2024-05-16 00:03:41,4097,12.48
2CF7F1C051100031,2024-05-16 00:03:28,4097,12.48
2CF7F1C051100031,2024-05-15 23:58:43,4097,12.54
2CF7F1C051100031,2024-05-15 23:58:23,4097,12.54
2CF7F1C051100031,2024-05-15 23:58:08,4097,12.54
2CF7F1C051100031,2024-05-15 23:53:27,4097,12.599
2CF7F1C051100031,2024-05-15 23:53:17,4097,12.599
2CF7F1C051100031,2024-05-15 23:53:07,4097,12.599
2CF7F1C051100031,2024-05-15 23:48:37,4097,12.67
2CF7F1C051100031,2024-05-15 23:48:17,4097,12.67
2CF7F1C051100031,2024-05-15 23:48:03,4097,12.67
2CF7F1C051100031,2024-05-15 23:43:26,4097,12.7
2CF7F1C051100031,2024-05-15 23:43:07,4097,12.7
2CF7F1C051100031,2024-05-15 23:42:56,4097,12.7
2CF7F1C051100031,2024-05-15 23:38:25,4097,12.73
2CF7F1C051100031,2024-05-15 23:38:13,4097,12.73
2CF7F1C051100031,2024-05-15 23:37:54,4097,12.73
2CF7F1C051100031,2024-05-15 23:33:08,4097,12.73
2CF7F1C051100031,2024-05-15 23:32:58,4097,12.73
2CF7F1C051100031,2024-05-15 23:28:17,4097,12.759
2CF7F1C051100031,2024-05-15 23:27:59,4097,12.759
2CF7F1C051100031,2024-05-15 23:27:40,4097,12.759
2CF7F1C051100031,2024-05-15 23:22:47,4097,12.759
2CF7F1C051100031,2024-05-15 23:22:33,4097,12.759
2CF7F1C051100031,2024-05-15 23:18:14,4097,12.759
2CF7F1C051100031,2024-05-15 23:17:54,4097,12.759
2CF7F1C051100031,2024-05-15 23:17:38,4097,12.759
2CF7F1C051100031,2024-05-15 23:12:52,4097,12.79
2CF7F1C051100031,2024-05-15 23:12:35,4097,12.79
2CF7F1C051100031,2024-05-15 23:12:24,4097,12.79
2CF7F1C051100031,2024-05-15 23:08:02,4097,12.79
2CF7F1C051100031,2024-05-15 23:07:42,4097,12.79
2CF7F1C051100031,2024-05-15 23:07:25,4097,12.79
2CF7F1C051100031,2024-05-15 23:02:51,4097,12.82
2CF7F1C051100031,2024-05-15 23:02:34,4097,12.82
2CF7F1C051100031,2024-05-15 22:57:50,4097,12.849
2CF7F1C051100031,2024-05-15 22:57:35,4097,12.849
2CF7F1C051100031,2024-05-15 22:57:17,4097,12.849
2CF7F1C051100031,2024-05-15 22:52:24,4097,12.849
2CF7F1C051100031,2024-05-15 22:52:11,4097,12.849
2CF7F1C051100031,2024-05-15 22:47:30,4097,12.88
2CF7F1C051100031,2024-05-15 22:47:16,4097,12.88
2CF7F1C051100031,2024-05-15 22:47:00,4097,12.88
2CF7F1C051100031,2024-05-15 22:42:36,4097,12.88
2CF7F1C051100031,2024-05-15 22:42:18,4097,12.88
2CF7F1C051100031,2024-05-15 22:42:02,4097,12.88
2CF7F1C051100031,2024-05-15 22:37:21,4097,12.88
2CF7F1C051100031,2024-05-15 22:37:09,4097,12.88
2CF7F1C051100031,2024-05-15 22:32:18,4097,12.88
2CF7F1C051100031,2024-05-15 22:32:09,4097,12.88
2CF7F1C051100031,2024-05-15 22:31:54,4097,12.88
2CF7F1C051100031,2024-05-15 22:27:13,4097,12.849
2CF7F1C051100031,2024-05-15 22:27:04,4097,12.849
2CF7F1C051100031,2024-05-15 22:26:55,4097,12.849
2CF7F1C051100031,2024-05-15 22:22:21,4097,12.849
2CF7F1C051100031,2024-05-15 22:22:01,4097,12.849
2CF7F1C051100031,2024-05-15 22:21:52,4097,12.849
2CF7F1C051100031,2024-05-15 22:17:21,4097,12.88
2CF7F1C051100031,2024-05-15 22:17:04,4097,12.88
2CF7F1C051100031,2024-05-15 22:16:51,4097,12.88
2CF7F1C051100031,2024-05-15 22:12:28,4097,12.88
2CF7F1C051100031,2024-05-15 22:12:11,4097,12.88
2CF7F1C051100031,2024-05-15 22:11:52,4097,12.88
2CF7F1C051100031,2024-05-15 22:07:11,4097,12.91
2CF7F1C051100031,2024-05-15 22:06:57,4097,12.91
2CF7F1C051100031,2024-05-15 22:06:48,4097,12.91
2CF7F1C051100031,2024-05-15 22:02:08,4097,12.94
2CF7F1C051100031,2024-05-15 22:01:52,4097,12.94
2CF7F1C051100031,2024-05-15 22:01:41,4097,12.94
2CF7F1C051100031,2024-05-15 21:57:10,4097,13
2CF7F1C051100031,2024-05-15 21:56:55,4097,13
2CF7F1C051100031,2024-05-15 21:56:39,4097,13
2CF7F1C051100031,2024-05-15 21:52:08,4097,13.03
2CF7F1C051100031,2024-05-15 21:51:57,4097,13.03
2CF7F1C051100031,2024-05-15 21:51:48,4097,13.03
2CF7F1C051100031,2024-05-15 21:47:05,4097,13.09
2CF7F1C051100031,2024-05-15 21:46:53,4097,13.09
2CF7F1C051100031,2024-05-15 21:46:44,4097,13.09
2CF7F1C051100031,2024-05-15 21:42:15,4097,13.15
2CF7F1C051100031,2024-05-15 21:41:56,4097,13.15
2CF7F1C051100031,2024-05-15 21:41:39,4097,13.15
2CF7F1C051100031,2024-05-15 21:37:00,4097,13.21
2CF7F1C051100031,2024-05-15 21:36:46,4097,13.21
2CF7F1C051100031,2024-05-15 21:36:37,4097,13.21
2CF7F1C051100031,2024-05-15 21:31:57,4097,13.23
2CF7F1C051100031,2024-05-15 21:31:46,4097,13.23
2CF7F1C051100031,2024-05-15 21:31:32,4097,13.23
2CF7F1C051100031,2024-05-15 21:26:55,4097,13.259
2CF7F1C051100031,2024-05-15 21:26:44,4097,13.259
2CF7F1C051100031,2024-05-15 21:26:26,4097,13.259
2CF7F1C051100031,2024-05-15 21:22:06,4097,13.29
2CF7F1C051100031,2024-05-15 21:21:48,4097,13.29
2CF7F1C051100031,2024-05-15 21:21:31,4097,13.29
2CF7F1C051100031,2024-05-15 21:16:59,4097,13.32
2CF7F1C051100031,2024-05-15 21:16:45,4097,13.32
2CF7F1C051100031,2024-05-15 21:16:31,4097,13.32
2CF7F1C051100031,2024-05-15 21:11:53,4097,13.38
2CF7F1C051100031,2024-05-15 21:11:36,4097,13.38
2CF7F1C051100031,2024-05-15 21:11:22,4097,13.38
2CF7F1C051100031,2024-05-15 21:06:48,4097,13.41
2CF7F1C051100031,2024-05-15 21:06:37,4097,13.41
2CF7F1C051100031,2024-05-15 21:06:20,4097,13.41
2CF7F1C051100031,2024-05-15 21:01:42,4097,13.44
2CF7F1C051100031,2024-05-15 21:01:31,4097,13.44
2CF7F1C051100031,2024-05-15 21:01:21,4097,13.44
2CF7F1C051100031,2024-05-15 20:56:32,4097,13.469
2CF7F1C051100031,2024-05-15 20:56:22,4097,13.469
2CF7F1C051100031,2024-05-15 20:56:08,4097,13.469
2CF7F1C051100031,2024-05-15 20:51:42,4097,13.5
2CF7F1C051100031,2024-05-15 20:51:25,4097,13.5
2CF7F1C051100031,2024-05-15 20:51:06,4097,13.5
2CF7F1C051100031,2024-05-15 20:46:41,4097,13.53
2CF7F1C051100031,2024-05-15 20:46:23,4097,13.53
2CF7F1C051100031,2024-05-15 20:46:04,4097,13.53
2CF7F1C051100031,2024-05-15 20:41:11,4097,13.559
2CF7F1C051100031,2024-05-15 20:40:59,4097,13.559
2CF7F1C051100031,2024-05-15 20:36:35,4097,13.62
2CF7F1C051100031,2024-05-15 20:36:20,4097,13.62
2CF7F1C051100031,2024-05-15 20:36:01,4097,13.62
2CF7F1C051100031,2024-05-15 20:31:21,4097,13.679
2CF7F1C051100031,2024-05-15 20:31:10,4097,13.679
2CF7F1C051100031,2024-05-15 20:30:51,4097,13.679
2CF7F1C051100031,2024-05-15 20:26:21,4097,13.74
2CF7F1C051100031,2024-05-15 20:26:08,4097,13.74
2CF7F1C051100031,2024-05-15 20:25:50,4097,13.74
2CF7F1C051100031,2024-05-15 20:21:05,4097,13.83
2CF7F1C051100031,2024-05-15 20:20:56,4097,13.83
2CF7F1C051100031,2024-05-15 20:20:40,4097,13.83
2CF7F1C051100031,2024-05-15 20:16:14,4097,13.92
2CF7F1C051100031,2024-05-15 20:15:56,4097,13.92
2CF7F1C051100031,2024-05-15 20:15:41,4097,13.92
2CF7F1C051100031,2024-05-15 20:11:04,4097,14
2CF7F1C051100031,2024-05-15 20:10:45,4097,14
2CF7F1C051100031,2024-05-15 20:10:30,4097,14
2CF7F1C051100031,2024-05-15 20:05:47,4097,14.12
2CF7F1C051100031,2024-05-15 20:05:27,4097,14.12
2CF7F1C051100031,2024-05-15 20:01:05,4097,14.24
2CF7F1C051100031,2024-05-15 20:00:50,4097,14.24
2CF7F1C051100031,2024-05-15 20:00:31,4097,14.24
2CF7F1C051100031,2024-05-15 19:56:04,4097,14.33
2CF7F1C051100031,2024-05-15 19:55:44,4097,14.33
2CF7F1C051100031,2024-05-15 19:55:26,4097,14.33
2CF7F1C051100031,2024-05-15 19:50:40,4097,14.469
2CF7F1C051100031,2024-05-15 19:50:29,4097,14.469
2CF7F1C051100031,2024-05-15 19:50:13,4097,14.469
2CF7F1C051100031,2024-05-15 19:45:37,4097,14.589
2CF7F1C051100031,2024-05-15 19:45:27,4097,14.589
2CF7F1C051100031,2024-05-15 19:45:12,4097,14.589
2CF7F1C051100031,2024-05-15 19:40:34,4097,14.71
2CF7F1C051100031,2024-05-15 19:40:23,4097,14.71
2CF7F1C051100031,2024-05-15 19:40:05,4097,14.71
2CF7F1C051100031,2024-05-15 19:35:28,4097,14.79
2CF7F1C051100031,2024-05-15 19:35:14,4097,14.79
2CF7F1C051100031,2024-05-15 19:30:18,4097,14.91
2CF7F1C051100031,2024-05-15 19:30:06,4097,14.91
2CF7F1C051100031,2024-05-15 19:29:54,4097,14.91
2CF7F1C051100031,2024-05-15 19:25:22,4097,14.99
2CF7F1C051100031,2024-05-15 19:24:57,4097,14.99
2CF7F1C051100031,2024-05-15 19:20:27,4097,15.049
2CF7F1C051100031,2024-05-15 19:20:16,4097,15.049
2CF7F1C051100031,2024-05-15 19:19:58,4097,15.049
2CF7F1C051100031,2024-05-15 19:15:16,4097,15.139
2CF7F1C051100031,2024-05-15 19:14:53,4097,15.139
2CF7F1C051100031,2024-05-15 19:10:17,4097,15.25
2CF7F1C051100031,2024-05-15 19:10:06,4097,15.25
2CF7F1C051100031,2024-05-15 19:05:23,4097,15.339
2CF7F1C051100031,2024-05-15 19:05:05,4097,15.339
2CF7F1C051100031,2024-05-15 19:04:46,4097,15.339
2CF7F1C051100031,2024-05-15 19:00:08,4097,15.429
2CF7F1C051100031,2024-05-15 18:59:58,4097,15.429
2CF7F1C051100031,2024-05-15 18:59:45,4097,15.429
2CF7F1C051100031,2024-05-15 18:55:21,4097,15.54
2CF7F1C051100031,2024-05-15 18:55:06,4097,15.54
2CF7F1C051100031,2024-05-15 18:54:49,4097,15.54
2CF7F1C051100031,2024-05-15 18:49:48,4097,15.679
2CF7F1C051100031,2024-05-15 18:49:40,4097,15.679
2CF7F1C051100031,2024-05-15 18:45:17,4097,15.849
2CF7F1C051100031,2024-05-15 18:45:02,4097,15.849
2CF7F1C051100031,2024-05-15 18:44:48,4097,15.849
2CF7F1C051100031,2024-05-15 18:40:16,4097,16.02
2CF7F1C051100031,2024-05-15 18:39:57,4097,16.02
2CF7F1C051100031,2024-05-15 18:39:42,4097,16.02
2CF7F1C051100031,2024-05-15 18:35:10,4097,16.17
2CF7F1C051100031,2024-05-15 18:34:56,4097,16.17
2CF7F1C051100031,2024-05-15 18:34:42,4097,16.17
2CF7F1C051100031,2024-05-15 18:30:14,4097,16.309
2CF7F1C051100031,2024-05-15 18:29:55,4097,16.309
2CF7F1C051100031,2024-05-15 18:29:37,4097,16.309
2CF7F1C051100031,2024-05-15 18:24:59,4097,16.529
2CF7F1C051100031,2024-05-15 18:24:47,4097,16.529
2CF7F1C051100031,2024-05-15 18:24:29,4097,16.529
2CF7F1C051100031,2024-05-15 18:20:04,4097,16.76
2CF7F1C051100031,2024-05-15 18:19:46,4097,16.76
2CF7F1C051100031,2024-05-15 18:19:32,4097,16.76
2CF7F1C051100031,2024-05-15 18:15:10,4097,16.92
2CF7F1C051100031,2024-05-15 18:14:53,4097,16.92
2CF7F1C051100031,2024-05-15 18:09:46,4097,17.15
2CF7F1C051100031,2024-05-15 18:09:35,4097,17.15
2CF7F1C051100031,2024-05-15 18:09:23,4097,17.15
2CF7F1C051100031,2024-05-15 18:04:51,4097,17.369
2CF7F1C051100031,2024-05-15 18:04:31,4097,17.369
2CF7F1C051100031,2024-05-15 17:59:46,4097,17.59
2CF7F1C051100031,2024-05-15 17:59:15,4097,17.59
2CF7F1C051100031,2024-05-15 17:54:48,4097,17.76
2CF7F1C051100031,2024-05-15 17:54:36,4097,17.76
2CF7F1C051100031,2024-05-15 17:54:22,4097,17.76
2CF7F1C051100031,2024-05-15 17:49:24,4097,17.949
2CF7F1C051100031,2024-05-15 17:49:07,4097,17.949
