ph,es_dia
11.41,0
11.44,0
11.44,0
11.44,0
11.509,0
11.509,0
11.509,0
11.599,0
11.599,0
11.599,0
11.66,0
11.66,0
11.66,0
11.75,0
11.75,0
11.75,0
11.84,0
11.84,0
11.84,0
11.969,0
11.969,0
12.09,0
12.09,0
12.09,0
12.179,0
12.179,0
12.179,0
12.21,0
12.21,0
12.21,0
12.24,0
12.24,0
12.24,0
12.269,0
12.269,0
12.269,0
12.269,0
12.269,0
12.269,0
12.24,0
12.24,0
12.24,0
12.179,0
12.179,0
12.179,0
12.12,0
12.12,0
12.12,0
12.09,0
12.12,0
12.12,0
12.12,0
12.179,0
12.179,0
12.179,0
12.24,0
12.24,0
12.24,0
12.36,0
12.36,0
12.36,0
12.48,0
12.48,0
12.48,0
12.599,0
12.599,0
12.599,0
12.759,0
12.759,0
12.759,0
12.88,0
12.88,0
12.88,0
12.969,0
12.969,0
12.969,0
13.059,0
13.059,0
13.059,0
13.09,0
13.09,0
13.09,0
13.15,0
13.15,0
13.15,0
13.21,0
13.21,0
13.21,0
13.259,0
13.259,0
13.29,0
13.29,0
13.29,0
13.32,0
13.29,0
13.29,0
13.29,0
13.259,0
13.259,0
13.259,0
13.23,0
13.23,0
13.23,0
13.179,0
13.179,0
13.12,0
13.12,0
13.12,0
13.059,0
13.059,0
13.09,0
13.09,0
13.09,0
13.12,0
13.12,0
13.179,0
13.179,0
13.179,0
13.23,0
13.23,0
13.23,0
13.29,0
13.29,0
13.29,0
13.349,0
13.349,0
13.349,0
13.44,0
13.44,0
13.44,0
13.53,0
13.53,0
13.53,0
13.62,0
13.62,0
13.62,0
13.74,0
13.74,0
13.74,0
13.889,0
13.889,0
13.889,0
14.0,0
14.0,0
14.0,0
14.09,0
14.09,0
14.09,0
14.21,0
14.21,0
14.21,0
14.389,0
14.389,0
14.389,0
14.589,0
14.589,0
14.589,0
14.79,0
14.79,0
14.79,0
14.94,0
14.94,0
14.94,0
15.019,0
15.019,0
15.019,0
15.139,0
15.139,0
15.139,0
15.2,0
15.2,0
15.2,0
15.339,0
15.339,0
15.339,0
15.48,0
15.48,0
15.48,0
15.65,0
15.65,0
15.849,0
15.849,0
16.049,0
16.049,0
16.049,0
16.279,0
16.279,0
16.279,0
16.48,0
16.48,0
16.67,0
16.67,0
16.67,0
16.9,0
16.9,0
16.9,0
17.06,0
17.06,0
17.31,0
17.31,0
17.56,1
17.56,1
17.779,1
17.779,1
17.779,1
17.92,1
17.92,1
17.92,1
18.029,1
18.029,1
18.029,1
18.109,1
18.109,1
18.14,1
18.14,1
18.14,1
18.109,1
18.109,1
18.109,1
18.359,1
18.359,1
18.359,1
18.66,1
18.66,1
18.66,1
18.869,1
18.869,1
18.869,1
19.039,1
19.039,1
19.14,1
19.14,1
19.14,1
19.25,1
19.25,1
19.25,1
19.39,1
19.39,1
19.39,1
19.57,1
19.57,1
19.57,1
19.84,1
19.84,1
19.84,1
20.13,1
20.13,1
20.24,1
20.24,1
20.24,1
20.369,1
20.369,1
20.369,1
20.63,1
20.63,1
20.63,1
21.13,1
21.13,1
21.13,1
21.63,1
21.63,1
21.63,1
21.859,1
21.859,1
21.859,1
21.91,1
21.91,1
21.91,1
22.17,1
22.17,1
22.17,1
22.609,1
22.609,1
22.609,1
