ph,es_dia
14.82,1
14.82,1
14.73,1
14.73,1
14.73,1
14.679,1
14.679,1
14.679,1
14.62,1
14.62,1
14.62,1
14.53,1
14.53,1
14.53,1
14.41,1
14.41,1
14.41,1
14.299,1
14.299,1
14.299,1
14.24,1
14.24,1
14.179,1
14.179,1
14.179,1
14.15,1
14.15,1
14.15,1
14.12,1
14.12,1
14.12,1
14.12,1
14.12,1
14.12,1
14.15,1
14.15,1
14.15,1
14.179,1
14.179,1
14.21,1
14.21,1
14.21,1
14.24,1
14.24,1
14.24,1
14.269,1
14.269,1
14.24,1
14.24,1
14.24,1
14.24,1
14.24,1
14.24,1
14.24,1
14.24,1
14.24,1
14.24,1
14.269,1
14.269,1
14.269,1
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.269,0
14.24,0
14.24,0
14.24,0
14.24,0
14.24,0
14.24,0
14.269,0
14.299,0
14.299,0
14.299,0
14.33,0
14.33,0
14.33,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.389,0
14.389,0
14.389,0
14.389,0
14.389,0
14.389,0
14.389,0
14.389,0
14.41,0
14.41,0
14.41,0
14.44,0
14.44,0
14.469,0
14.469,0
14.469,0
14.469,0
14.469,0
14.469,0
14.5,0
14.5,0
14.5,0
14.5,0
14.5,0
14.5,0
14.5,0
14.5,0
14.5,0
14.53,0
14.53,0
14.53,0
14.53,0
14.53,0
14.53,0
14.53,0
14.53,0
14.559,0
14.559,0
14.559,0
14.559,0
14.559,0
14.559,0
14.559,0
14.559,0
14.559,0
14.589,0
14.589,0
14.589,0
14.589,0
14.589,0
14.62,0
14.62,0
14.65,0
14.65,0
14.65,0
14.679,0
14.679,0
14.679,0
14.71,0
14.71,0
14.71,0
14.73,0
14.73,0
14.73,0
14.759,0
14.759,0
14.759,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.82,0
14.82,0
14.82,0
14.82,0
14.82,0
14.82,0
14.82,0
14.82,0
14.82,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.79,0
14.82,0
14.82,0
14.82,0
14.849,0
14.849,0
14.849,0
14.88,0
14.88,0
14.88,0
14.91,0
14.94,0
14.94,0
14.94,0
14.94,0
14.94,0
14.94,0
14.94,0
14.94,0
14.969,0
14.969,0
14.969,0
14.99,0
14.99,0
14.99,0
14.99,0
14.99,0
14.99,0
15.019,0
15.019,0
15.019,0
15.049,0
15.049,0
15.049,0
15.049,0
15.049,0
15.049,0
15.049,0
15.049,0
15.049,0
15.08,0
15.08,0
15.08,0
15.08,0
15.08,0
15.08,0
15.08,0
15.08,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.11,0
15.139,0
15.139,0
15.139,0
15.139,0
15.139,0
15.139,0
15.17,0
15.17,0
15.17,0
15.17,0
15.17,0
15.17,0
15.17,0
15.17,0
15.17,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.23,0
15.23,0
15.23,0
15.25,0
15.25,0
15.25,0
15.25,0
15.25,0
15.25,0
15.25,0
15.25,0
15.25,0
15.28,0
15.28,0
15.309,0
15.309,0
15.339,0
15.339,0
15.37,0
15.37,0
15.429,0
15.48,0
15.48,0
15.48,0
15.54,0
15.54,0
15.54,0
15.54,0
15.54,0
15.57,0
15.57,0
15.57,0
15.57,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.599,0
15.63,0
15.63,0
15.63,0
15.63,0
15.63,0
15.63,0
15.65,0
15.65,0
15.65,0
15.679,0
15.679,0
15.679,0
15.71,0
15.71,0
15.71,0
15.71,0
15.71,0
15.71,0
15.71,0
15.71,0
15.71,0
15.74,0
15.74,0
15.769,0
15.769,0
15.769,0
15.769,0
15.769,0
15.769,0
15.769,0
15.74,0
15.74,0
15.74,0
15.679,0
15.679,0
15.679,0
15.65,0
15.65,0
15.599,0
15.599,0
15.599,0
15.57,0
15.57,0
15.57,0
15.57,0
15.57,0
15.54,0
15.54,0
15.54,0
15.54,0
15.54,0
15.54,0
15.57,0
15.57,0
15.57,0
15.63,0
15.63,0
15.63,0
15.679,0
15.679,0
15.679,0
15.769,0
15.769,0
15.91,0
15.91,0
15.91,0
16.049,0
16.049,0
16.049,0
16.19,0
16.19,0
16.19,0
16.34,0
16.34,0
16.34,0
16.42,0
16.42,0
16.42,0
16.48,0
16.48,0
16.48,0
16.59,0
16.59,0
16.59,0
16.73,0
16.73,0
16.73,0
16.9,0
16.9,0
16.9,0
17.039,0
17.039,0
17.039,0
17.15,0
17.15,0
17.15,0
17.289,0
17.289,0
17.289,0
17.449,0
17.449,0
17.449,0
17.619,0
17.619,0
17.619,0
17.76,0
17.76,0
17.76,0
17.869,0
17.869,0
17.869,0
17.949,0
17.949,0
17.949,0
18.0,0
18.0,0
18.0,0
18.109,0
18.109,0
18.109,0
18.22,0
18.22,0
18.22,0
18.279,0
18.279,0
18.279,0
18.25,1
18.25,1
18.3,1
18.3,1
18.3,1
18.41,1
18.41,1
18.41,1
18.52,1
18.52,1
18.52,1
18.68,1
18.68,1
18.869,1
18.869,1
18.869,1
19.09,1
19.09,1
19.09,1
19.3,1
19.3,1
19.52,1
19.52,1
19.76,1
19.76,1
19.76,1
20.0,1
20.0,1
20.0,1
20.289,1
20.289,1
20.289,1
20.609,1
20.609,1
20.609,1
20.949,1
20.949,1
20.949,1
21.289,1
21.289,1
21.289,1
21.58,1
21.58,1
21.58,1
21.71,1
21.71,1
21.71,1
21.859,1
21.859,1
21.859,1
22.199,1
22.199,1
22.199,1
22.64,1
22.64,1
22.64,1
23.119,1
23.119,1
23.119,1
23.58,1
23.58,1
23.58,1
24.039,1
24.039,1
24.039,1
24.439,1
24.439,1
24.439,1
24.84,1
24.84,1
24.84,1
25.269,1
25.269,1
25.269,1
25.64,1
25.64,1
25.64,1
25.939,1
25.939,1
25.939,1
26.17,1
26.17,1
26.41,1
26.41,1
26.41,1
26.56,1
26.56,1
26.56,1
26.59,1
26.59,1
26.59,1
26.539,1
26.539,1
26.539,1
26.31,1
26.31,1
26.31,1
25.97,1
25.97,1
25.97,1
25.64,1
25.64,1
25.64,1
25.269,1
25.269,1
25.269,1
24.939,1
24.939,1
24.939,1
24.64,1
24.64,1
24.64,1
24.32,1
24.32,1
24.32,1
24.01,1
24.01,1
24.01,1
23.71,1
23.71,1
23.43,1
23.43,1
23.25,1
23.25,1
23.25,1
23.07,1
23.07,1
23.07,1
22.97,1
22.97,1
22.97,1
22.92,1
22.92,1
22.92,1
22.92,1
22.92,1
22.92,1
22.97,1
22.97,1
22.97,1
23.019,1
23.019,1
23.019,1
23.119,1
23.119,1
23.119,1
23.3,1
23.3,1
23.43,1
23.43,1
23.58,1
23.58,1
23.73,1
23.73,1
23.73,1
23.859,1
23.859,1
23.859,1
23.939,1
23.939,1
23.939,1
23.99,1
23.99,1
23.99,1
23.99,1
23.99,1
23.99,1
24.06,1
24.06,1
24.06,1
24.16,1
24.16,1
24.16,1
24.22,1
24.22,1
24.22,1
24.269,1
24.269,1
24.269,1
24.39,1
24.39,1
24.39,1
24.619,1
24.619,1
24.619,1
24.92,1
24.92,1
24.92,1
25.269,1
25.269,1
25.269,1
25.72,1
25.72,1
25.72,1
26.189,1
26.189,1
26.189,1
26.73,1
26.73,1
26.73,1
27.3,1
27.3,1
27.3,1
27.869,1
27.869,1
28.38,1
28.38,1
28.38,1
28.84,1
28.84,1
28.84,1
29.279,1
29.279,1
29.279,1
29.67,1
30.06,1
30.06,1
30.06,1
30.47,1
30.47,1
30.73,1
30.73,1
30.73,1
30.71,1
30.71,1
30.71,1
30.59,1
30.59,1
30.59,1
30.099,1
30.099,1
30.099,1
29.67,1
29.67,1
29.67,1
29.57,1
29.57,1
29.57,1
29.55,1
29.55,1
29.55,1
29.3,1
29.3,1
29.3,1
28.99,1
28.99,1
28.99,1
29.039,1
29.039,1
29.039,1
29.039,1
29.039,1
29.039,1
28.89,1
28.89,1
28.89,1
28.82,1
28.82,1
28.82,1
28.789,1
28.789,1
28.84,1
28.84,1
28.84,1
28.91,1
28.91,1
28.91,1
29.06,1
29.06,1
29.06,1
29.23,1
29.23,1
29.23,1
29.16,1
29.16,1
29.16,1
28.67,1
28.67,1
28.67,1
28.26,1
28.26,1
28.26,1
28.13,1
28.13,1
28.13,1
27.74,1
27.74,1
27.74,1
26.76,1
26.76,1
26.51,1
26.51,1
26.24,1
26.24,1
26.24,1
25.289,1
25.289,1
25.289,1
24.34,1
24.34,1
24.34,1
23.33,1
23.33,1
22.279,1
22.279,1
21.47,1
21.47,1
20.82,1
20.82,1
20.82,1
20.24,1
20.24,1
20.24,1
19.73,1
19.73,1
19.73,1
19.55,1
19.55,1
19.55,1
19.39,1
19.39,1
19.199,1
19.199,1
19.199,1
18.949,1
18.949,1
18.949,1
18.71,1
18.71,1
18.71,1
18.52,1
18.52,1
18.52,1
18.359,1
18.359,1
18.359,1
18.25,1
18.25,1
18.25,1
18.109,1
18.109,1
18.109,1
17.92,1
17.92,1
17.699,1
17.699,1
17.699,1
17.51,1
17.51,1
17.51,1
17.369,1
17.369,1
17.369,1
17.199,1
17.199,1
17.199,1
17.039,1
17.039,1
17.039,1
16.869,1
16.869,1
16.869,1
16.73,1
16.73,1
16.73,1
16.529,1
16.529,1
16.529,1
16.309,1
16.309,1
16.08,1
16.08,1
16.08,1
15.799,1
15.799,1
15.799,1
15.54,1
15.54,1
15.54,1
15.139,1
15.139,1
15.139,1
15.049,1
15.049,1
15.019,1
15.019,1
15.019,1
15.019,1
15.019,1
15.049,1
15.049,1
15.049,1
15.049,1
15.019,0
14.99,0
14.99,0
14.99,0
14.969,0
14.969,0
14.969,0
14.94,0
14.94,0
14.88,0
14.88,0
14.82,0
14.82,0
14.82,0
14.759,0
14.759,0
14.759,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.73,0
14.73,0
14.73,0
14.73,0
14.73,0
14.73,0
14.73,0
14.73,0
14.73,0
14.759,0
14.759,0
14.759,0
14.759,0
14.759,0
14.759,0
14.759,0
14.759,0
14.71,0
14.71,0
14.679,0
14.679,0
14.679,0
14.62,0
14.62,0
14.62,0
14.53,0
14.53,0
14.53,0
14.44,0
14.44,0
14.44,0
14.389,0
14.389,0
14.389,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.36,0
14.389,0
14.389,0
14.389,0
14.44,0
14.44,0
14.44,0
14.5,0
14.5,0
14.5,0
14.559,0
14.559,0
14.559,0
14.62,0
14.62,0
14.62,0
14.65,0
14.65,0
14.65,0
14.679,0
14.679,0
14.679,0
14.679,0
14.679,0
14.679,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.71,0
14.73,0
14.73,0
14.73,0
14.759,0
14.759,0
14.759,0
14.79,0
14.79,0
14.79,0
14.849,0
14.849,0
14.849,0
14.94,0
14.94,0
14.94,0
14.99,0
14.99,0
14.99,0
15.08,0
15.08,0
15.08,0
15.17,0
15.17,0
15.17,0
15.28,0
15.28,0
15.339,0
15.339,0
15.4,0
15.45,0
15.48,0
15.54,0
15.599,0
15.599,0
15.599,0
15.63,0
15.679,0
15.71,0
15.71,0
15.74,0
15.769,0
15.769,0
15.849,0
15.91,0
15.91,0
15.969,0
16.02,0
16.02,0
16.08,0
16.109,0
16.109,0
16.139,0
16.139,0
16.139,0
16.139,0
16.139,0
16.139,0
16.139,0
16.139,0
16.139,0
16.139,0
16.139,0
16.109,0
16.109,0
16.109,0
16.109,0
16.109,0
16.17,0
16.219,0
16.279,0
16.279,0
16.279,0
16.309,0
15.309,0
15.309,0
15.309,0
15.4,0
15.4,0
15.4,0
15.48,0
15.48,0
15.48,0
15.54,0
15.54,0
15.54,0
15.599,0
15.599,0
15.599,0
15.65,0
15.65,0
15.679,0
15.679,0
15.679,0
15.74,0
15.74,0
15.769,0
15.769,0
15.769,0
15.799,0
15.799,0
15.799,0
15.83,0
15.83,0
15.849,0
15.849,0
15.849,0
15.88,0
15.88,0
15.88,0
15.91,0
15.91,0
15.94,0
15.94,0
15.94,0
15.969,0
15.969,0
15.969,0
16.02,0
16.02,0
16.02,0
16.049,0
16.049,0
16.049,0
16.109,0
16.109,0
16.109,0
16.19,0
16.19,0
16.19,0
16.25,0
16.25,0
16.25,0
16.309,0
16.309,0
16.309,0
16.359,0
16.359,0
16.359,0
16.42,0
16.42,0
16.48,0
16.48,0
16.48,0
16.529,0
16.529,0
16.529,0
16.59,0
16.59,0
16.59,0
16.64,0
16.64,0
16.64,0
16.73,0
16.73,0
16.73,0
16.84,0
16.84,0
16.84,0
16.92,0
16.92,0
16.92,0
17.039,0
17.039,0
17.039,0
17.119,0
17.26,0
17.26,0
17.26,0
17.369,0
17.369,0
17.369,0
17.48,0
17.48,0
17.59,0
17.59,0
17.59,0
17.73,0
17.73,0
17.73,0
17.84,0
17.84,0
17.84,0
17.97,0
17.97,0
17.97,0
18.109,0
18.109,0
18.109,0
18.22,0
18.22,0
18.22,0
18.359,0
18.359,0
18.49,0
18.49,0
18.63,0
18.63,0
18.789,0
18.789,0
18.949,0
18.949,0
18.949,0
19.119,0
19.119,0
19.119,0
19.3,0
19.3,0
19.3,0
19.49,0
19.49,0
19.49,0
19.71,0
19.71,0
19.92,0
19.92,0
19.92,0
20.16,0
20.16,0
20.16,0
20.369,0
20.369,0
20.369,0
20.609,0
20.609,0
20.609,0
20.82,0
20.82,0
20.82,0
21.029,0
21.029,0
21.029,0
21.26,0
21.26,0
21.26,0
21.5,0
21.5,0
21.73,0
21.73,0
21.73,0
21.99,0
21.99,0
21.99,0
22.23,0
22.23,0
22.23,0
22.48,0
22.48,0
22.689,0
22.689,0
22.92,0
22.92,0
23.119,0
23.119,0
23.119,0
23.33,0
23.33,0
23.33,0
23.48,0
23.48,0
23.48,1
23.66,1
23.66,1
23.66,1
23.81,1
23.81,1
23.99,1
23.99,1
23.99,1
24.189,1
24.189,1
24.39,1
24.39,1
24.57,1
24.57,1
24.74,1
24.74,1
24.74,1
24.92,1
24.92,1
24.92,1
25.039,1
25.039,1
25.039,1
25.189,1
25.32,1
25.32,1
25.47,1
25.47,1
25.47,1
25.67,1
25.67,1
25.67,1
25.89,1
25.89,1
26.09,1
26.09,1
26.09,1
26.31,1
26.31,1
26.31,1
26.539,1
26.539,1
26.539,1
26.76,1
26.76,1
26.76,1
27.01,1
27.01,1
27.01,1
27.199,1
27.199,1
27.199,1
27.4,1
27.4,1
27.4,1
27.599,1
27.599,1
27.599,1
27.789,1
27.789,1
27.789,1
27.99,1
27.99,1
28.18,1
28.18,1
28.18,1
28.449,1
28.449,1
28.449,1
28.82,1
28.82,1
28.82,1
29.279,1
29.279,1
29.279,1
29.91,1
29.91,1
30.73,1
30.73,1
30.73,1
31.699,1
31.699,1
32.75,1
32.75,1
32.75,1
33.469,1
33.469,1
33.71,1
33.76,1
33.64,1
33.55,1
33.55,1
33.329,1
33.329,1
33.16,1
33.16,1
33.16,1
33.11,1
33.11,1
33.11,1
33.14,1
33.14,1
33.14,1
33.14,1
33.14,1
33.02,1
32.899,1
32.899,1
32.899,1
32.87,1
32.87,1
32.87,1
32.989,1
32.989,1
33.19,1
33.35,1
33.28,1
33.14,1
33.14,1
33.21,1
33.21,1
33.26,1
33.21,1
33.21,1
33.21,1
33.19,1
32.989,1
32.73,1
32.63,1
32.63,1
32.63,1
32.68,1
32.71,1
32.71,1
32.71,1
32.87,1
32.87,1
32.87,1
32.87,1
32.8,1
32.8,1
32.8,1
32.75,1
32.75,1
32.75,1
32.489,1
32.489,1
32.489,1
32.149,1
32.149,1
32.149,1
32.029,1
32.029,1
32.029,1
31.939,1
31.939,1
31.939,1
31.699,1
28.769,1
28.769,1
28.769,1
28.55,1
28.55,1
28.349,1
28.349,1
28.349,1
27.96,1
27.96,1
27.96,1
27.5,1
27.5,1
27.5,1
27.13,1
27.13,1
26.859,1
26.859,1
26.59,1
26.59,1
26.189,1
26.189,1
26.189,1
25.89,1
25.689,1
25.689,1
25.689,1
25.84,1
25.84,1
25.84,1
25.869,1
25.57,1
25.57,1
25.119,1
25.119,1
24.67,1
24.67,1
24.42,1
24.42,1
24.42,1
24.14,1
24.14,1
23.789,1
23.789,1
23.789,1
23.609,1
23.609,1
23.58,1
23.71,1
23.71,1
23.939,1
23.939,1
23.939,1
24.01,1
24.01,1
24.01,1
24.01,1
23.91,1
23.91,1
23.91,1
23.89,1
23.89,1
23.89,1
23.71,1
23.71,1
23.71,1
23.33,1
23.33,1
22.84,1
22.84,1
22.84,1
22.33,1
22.33,1
22.33,1
21.84,1
21.84,1
21.84,1
21.24,1
21.24,1
21.24,1
20.449,1
20.449,1
19.71,1
19.71,1
19.71,1
18.93,1
18.93,1
18.93,1
18.22,1
18.22,1
17.56,1
17.039,1
17.039,1
17.039,1
16.56,1
16.56,1
16.02,1
16.02,1
16.02,1
15.54,1
15.54,1
15.54,1
15.23,1
15.23,1
15.23,1
14.969,1
14.969,1
14.969,1
14.79,1
14.79,1
14.679,1
14.679,1
14.679,1
14.559,1
14.559,1
14.559,1
14.469,1
14.469,1
14.469,1
14.36,1
14.36,1
14.36,1
14.269,1
14.269,1
14.269,1
14.24,1
14.24,1
14.24,1
14.179,1
14.179,1
14.179,1
14.09,1
14.09,1
13.98,1
13.98,1
13.769,1
13.769,1
13.53,1
13.53,1
13.32,1
13.32,1
13.12,1
13.12,1
13.12,1
12.969,1
12.969,1
12.969,1
12.88,1
12.88,1
12.88,1
12.849,1
12.849,1
12.849,1
12.79,1
12.79,1
12.79,1
12.73,1
12.73,1
12.73,1
12.67,1
12.67,1
12.67,1
12.599,1
12.599,1
12.599,1
12.48,1
12.48,1
12.48,1
12.36,1
12.36,1
12.36,1
12.24,1
12.24,1
12.24,1
12.12,1
12.12,1
12.0,1
12.0,1
11.94,1
11.94,1
11.94,1
11.88,1
11.88,1
11.84,0
11.84,0
11.88,0
11.88,0
11.88,0
11.84,0
11.84,0
11.84,0
11.809,0
11.809,0
11.78,0
11.78,0
11.78,0
11.75,0
11.75,0
11.75,0
11.75,0
11.75,0
11.75,0
11.719,0
11.719,0
11.719,0
11.719,0
11.719,0
11.719,0
11.719,0
11.719,0
11.719,0
11.69,0
11.69,0
11.69,0
11.69,0
11.69,0
11.69,0
11.66,0
11.66,0
11.66,0
11.66,0
11.66,0
11.66,0
11.66,0
11.66,0
11.69,0
11.69,0
11.69,0
11.719,0
11.719,0
11.719,0
11.69,0
11.69,0
11.719,0
11.719,0
11.719,0
11.719,0
11.719,0
11.75,0
11.75,0
11.75,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.78,0
11.809,0
11.84,0
11.84,0
11.84,0
11.84,0
11.84,0
11.84,0
11.84,0
11.84,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.88,0
11.91,0
11.91,0
11.91,0
11.91,0
11.91,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.94,0
11.88,0
11.88,0
11.88,0
11.84,0
11.84,0
11.84,0
11.809,0
11.809,0
11.809,0
11.809,0
11.809,0
11.809,0
11.78,0
11.78,0
11.75,0
11.75,0
11.69,0
11.63,0
11.63,0
11.57,0
11.57,0
11.57,0
11.509,0
11.509,0
11.509,0
11.44,0
11.44,0
11.38,0
11.38,0
11.38,0
11.32,0
11.32,0
11.259,0
11.259,0
11.23,0
11.23,0
11.17,0
11.17,0
11.139,0
11.139,0
11.139,0
11.17,0
11.17,0
11.17,0
11.17,0
11.17,0
11.2,0
11.2,0
11.2,0
11.2,0
11.2,0
11.23,0
11.23,0
11.23,0
11.259,0
11.259,0
11.29,0
11.29,0
11.29,0
11.32,0
11.32,0
11.32,0
11.349,0
11.349,0
11.349,0
11.41,0
11.41,0
11.41,0
11.44,0
11.44,0
11.44,0
11.48,0
11.48,0
11.48,0
11.54,0
11.57,0
11.57,0
11.63,0
11.63,0
11.63,0
11.66,0
11.66,0
11.66,0
11.69,0
11.69,0
11.69,0
11.75,0
11.75,0
11.78,0
11.84,0
11.84,0
11.84,0
11.88,0
11.88,0
11.88,0
11.91,0
11.91,0
11.91,0
11.94,0
11.94,0
12.0,0
12.0,0
12.03,0
12.03,0
12.03,0
12.09,0
12.09,0
12.09,0
12.12,0
12.12,0
12.12,0
12.179,0
12.179,0
12.179,0
12.24,0
12.24,0
12.24,0
12.3,0
12.3,0
12.36,0
12.36,0
12.42,0
12.42,0
12.42,0
12.48,0
12.48,0
12.48,0
12.54,0
12.599,0
12.599,0
12.599,0
12.67,0
12.67,0
12.67,0
12.73,0
12.73,0
12.79,0
12.79,0
12.79,0
12.849,0
12.849,0
12.849,0
12.91,0
12.91,0
12.91,0
13.0,0
13.0,0
13.0,0
13.09,0
13.09,0
13.09,0
13.179,0
13.179,0
13.179,0
13.259,0
13.259,0
13.259,0
13.349,0
13.349,0
13.349,0
13.44,0
13.44,0
13.53,0
13.53,0
13.53,0
13.65,0
13.65,0
13.65,0
13.769,0
13.769,0
13.769,0
13.889,0
13.889,0
13.889,0
14.0,0
14.0,0
14.0,0
14.15,0
14.15,0
14.299,0
14.299,0
14.299,0
14.44,0
14.44,0
14.589,0
14.589,0
14.589,0
14.73,0
14.73,0
14.73,0
14.88,0
14.88,0
14.88,0
15.019,0
15.019,0
15.17,0
15.17,0
15.17,0
15.309,0
15.309,0
15.309,0
15.48,0
15.48,0
15.48,0
15.63,0
15.74,0
15.74,0
15.74,0
15.849,0
16.0,0
16.0,0
16.0,0
16.109,0
16.109,0
16.109,0
16.19,0
16.19,0
16.279,0
16.279,0
16.279,0
16.39,0
16.39,0
16.39,0
16.48,0
16.48,0
16.59,0
16.59,0
16.73,0
16.73,0
16.73,0
16.9,1
16.9,1
16.9,1
17.039,1
17.039,1
17.039,1
17.17,1
17.17,1
17.31,1
17.31,1
17.449,1
17.449,1
17.619,1
17.619,1
17.779,1
17.779,1
17.779,1
17.97,1
17.97,1
17.97,1
18.14,1
18.14,1
18.3,1
18.3,1
18.3,1
18.47,1
18.47,1
18.47,1
18.6,1
18.6,1
18.6,1
18.74,1
18.74,1
18.74,1
18.82,1
18.82,1
18.949,1
18.949,1
19.14,1
19.14,1
19.14,1
19.33,1
19.33,1
19.55,1
19.55,1
19.55,1
19.81,1
19.81,1
19.81,1
20.08,1
20.08,1
20.4,1
20.4,1
20.4,1
20.74,1
20.74,1
20.74,1
21.189,1
21.189,1
21.66,1
22.15,1
22.15,1
22.15,1
22.66,1
22.66,1
22.66,1
23.3,1
23.3,1
23.3,1
24.06,1
24.06,1
24.06,1
24.89,1
24.89,1
24.89,1
25.789,1
25.789,1
25.789,1
26.71,1
26.71,1
27.5,1
27.5,1
27.5,1
28.13,1
28.13,1
28.13,1
28.599,1
28.599,1
28.599,1
28.869,1
28.869,1
28.869,1
29.08,1
29.279,1
29.279,1
29.279,1
29.5,1
29.5,1
29.5,1
29.5,1
29.5,1
29.519,1
29.519,1
29.519,1
29.619,1
29.619,1
29.64,1
29.64,1
29.64,1
29.72,1
29.72,1
29.67,1
29.67,1
29.67,1
29.74,1
29.74,1
29.74,1
29.76,1
29.76,1
29.76,1
29.89,1
29.89,1
29.89,1
29.98,1
29.98,1
29.98,1
30.06,1
30.06,1
30.06,1
30.13,1
30.13,1
30.13,1
30.22,1
30.22,1
30.22,1
30.439,1
30.439,1
30.439,1
30.439,1
30.439,1
30.439,1
30.439,1
30.42,1
30.42,1
30.42,1
30.42,1
30.3,1
30.3,1
30.13,1
30.13,1
30.13,1
30.01,1
30.01,1
29.84,1
29.84,1
29.84,1
29.74,1
29.74,1
29.74,1
29.76,1
29.98,1
29.98,1
29.789,1
29.789,1
29.789,1
29.519,1
29.519,1
29.519,1
29.33,1
29.33,1
29.33,1
29.06,1
29.06,1
28.789,1
28.789,1
28.349,1
28.349,1
28.349,1
27.89,1
27.789,1
27.789,1
28.109,1
28.109,1
28.38,1
28.38,1
28.279,1
28.279,1
27.939,1
27.939,1
27.939,1
27.939,1
27.939,1
27.939,1
27.689,1
27.689,1
27.689,1
27.42,1
27.42,1
27.42,1
27.099,1
27.099,1
27.099,1
26.76,1
26.76,1
26.76,1
26.359,1
25.939,1
25.939,1
25.67,1
25.67,1
25.84,1
25.84,1
25.84,1
26.07,1
26.07,1
25.789,1
25.67,1
25.67,1
25.67,1
25.67,1
25.67,1
25.67,1
25.67,1
25.67,1
25.67,1
25.619,1
25.619,1
25.619,1
25.539,1
25.539,1
25.539,1
25.439,1
25.439,1
25.439,1
25.439,1
25.439,1
25.42,1
25.42,1
25.39,1
25.42,1
25.42,1
25.269,1
25.269,1
25.269,1
25.09,1
25.09,1
25.019,1
25.019,1
25.019,1
24.97,1
24.97,1
24.89,1
24.89,1
24.89,1
24.67,1
24.67,1
24.289,1
24.289,1
24.289,1
23.76,1
23.76,1
23.76,1
23.1,1
23.1,1
23.1,1
22.3,1
22.3,1
21.369,1
21.369,1
21.369,1
20.26,1
19.39,1
19.39,1
19.39,1
18.77,1
18.77,1
18.77,1
17.779,1
17.779,1
17.779,1
16.619,1
16.619,1
16.619,1
15.599,1
15.599,1
15.599,1
14.759,1
14.759,1
14.759,1
14.059,1
14.059,1
13.65,1
13.65,1
13.65,1
13.38,1
13.38,1
13.38,1
13.15,1
13.15,1
13.15,1
12.969,1
12.969,1
12.82,1
12.82,1
12.67,1
12.67,1
12.509,1
12.509,1
12.389,1
12.389,1
12.24,1
12.24,1
12.24,1
12.12,1
12.12,1
12.12,1
12.0,1
12.0,1
12.0,1
11.91,1
11.91,1
11.91,1
11.78,1
11.78,1
11.78,1
11.63,1
11.63,1
11.54,1
11.54,1
11.54,1
11.41,1
11.41,1
11.41,1
11.349,1
11.349,1
11.349,1
11.259,1
11.2,1
11.2,1
11.2,1
11.099,1
11.099,1
11.099,1
11.04,1
11.04,1
11.04,1
11.01,1
11.01,1
11.01,1
11.01,1
11.01,1
11.01,1
11.01,1
11.01,1
11.01,1
11.04,1
11.04,1
11.04,1
11.04,1
11.04,1
11.04,1
11.01,1
11.01,1
11.01,1
10.98,1
10.98,1
10.98,1
10.98,0
10.98,0
10.98,0
11.04,0
11.04,0
11.04,0
11.07,0
11.07,0
11.07,0
11.099,0
11.099,0
11.099,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.139,0
11.07,0
11.07,0
11.07,0
11.04,0
11.04,0
11.04,0
10.98,0
10.98,0
10.98,0
10.92,0
10.92,0
10.92,0
10.92,0
10.92,0
10.92,0
10.95,0
10.95,0
10.95,0
10.98,0
10.98,0
10.98,0
10.98,0
10.98,0
11.01,0
11.01,0
11.01,0
11.07,0
11.07,0
11.07,0
